title,class1,class2,class3,itemkey,subkey,body,author,receiver,year,create_date,type,quantity,state,place,remarks,image,pdf
血液・造血器疾患,凝固系,,,143,,"術前健診時
活性化部分トロンボプラスチン時間 (ＡＰＴＴ）
４８ｓｅｃ以上は不可。ただし 、４８ sec 未満で施設基準値を超えている場合は要検討",,,,,B,,B,,,,
血液・造血器疾患,凝固系,,,144,,"＜術前健診時＞
プロトロンビン時間 １５ｓｅｃ以上は不可",,,,,D,,D,,,,
血液・造血器疾患,凝固系,,,145,,"＜術前健診時＞
プロトロンビン活性値 ７０％以下は不可",,,,,D,,D,,,,
血液・造血器疾患,凝固系,,,146,,"＜術前健診時＞
国際標準化比（ＩＮＲ） １．２以上は不可",,,,,D,,D,,,,
血液・造血器疾患,凝固系,,,147,,"＜術前健診時＞
プロトロンビン時間 １５ｓｅｃ以上は不可
プロトロンビン活性値 ７０％以下は不可
国際標準化比 （ＩＮＲ）１．２以上は不可。ただし 、上記未満で施設基準 値 を超えている場合は要検討",,,,,B,,B,,,,
血液・造血器疾患,造血器疾患,,,148,,"以下、不可（既往歴含む）
主な血液疾患
■ 急性白血病
・ 急性骨髄性白血病
・ 急性リンパ性白血病
■ 骨髄増殖性疾患
・ 慢性骨髄性白血病
・ 真性多血症
・ 本態性血小板血症
・ 骨髄線維症
・ 特発性骨髄線維症
■ リンパ増殖性疾患
・ 悪性リンパ腫
・ 慢性リンパ性白血病
・ 成人 T 細胞白血病
・ 免疫芽球性リンパ節症
・ セザリー症
・ 血球貧食症候群",,,,,D,,D,,,,
血液・造血器疾患,造血器疾患,,,149,,"以下、不可（既往歴含む）
■ 骨髄腫
・ 多発性骨髄腫
・ マクログロブリン血症
■ 止血異常
・ 血管性紫斑病
・ 遺伝性出血性末梢血管拡張症
・ 結合組織異常
・ 後天性紫斑病
・ 特発性血小板減少性紫斑病
・ 血小板機能異常症
・ 血友病
・ 後天性血液凝固異常症
■ 貧血性疾患
再生不良性貧血
自己免疫性溶血性貧血
遺伝性溶血性貧血 など",,,,,D,,D,,,,
血液・造血器疾患,その他,,,150,,小児期のアレルギー性紫斑病であることが判明している場合と急性型の特発性血小板減少性紫斑病 (ＩＴＰ） で治癒している場合は可,,,,,A,,A,,,,
腎・尿路疾患、水電解質異常,急性腎炎,,,151,,既往がある場合は、治療を終了していれば可,,,,,A,,A,,,,
腎・尿路疾患、水電解質異常,ネフローゼ症候群,,,152,,既往がある場合は、不可,,,,,D,,D,,,,
腎・尿路疾患、水電解質異常,慢性腎炎,,,153,,"既往があり、専門医により診断を受けている場合は不可
■主な慢性腎炎
・ ＩｇＡ 腎症（ベルジェ病）
・巣状およびびまん性増殖性糸球体腎炎
・膜性増殖性糸球体腎炎（ＭＰＧＮ）
・膜性腎炎
・巣状糸球体硬化症（ＦＧＳ）
・硬化性糸球体腎炎",,,,,D,,D,,,,
腎・尿路疾患、水電解質異常,腎機能,,,154,,"＜確認検査時＞
血清クレアチニン（CRE）
男性： 適格 ≦１．０４ｍｇ/ ｄｌ 女性： 適格 ≦０．７９ｍｇ/ ｄｌ",,,,,A,,A,,,,
腎・尿路疾患、水電解質異常,腎機能,,,155,,"＜確認検査時＞
血清クレアチニン（CRE）
男性： 適格 ≦１．０４ｍｇ/ ｄｌ 女性： 適格 ≦０．７９ｍｇ/ ｄｌ。上記、数値以外は再検査 再検査の基準は同上
再検査 にて基準値に至っていない場合は、不可",,,,,C,,C,,,,
腎・尿路疾患、水電解質異常,腎機能,,,156,,"確認検査時
尿素窒素（BUN）
適格 ≦２５ｍｇ/ ｄｌ",,,,,A,,A,,,,
腎・尿路疾患、水電解質異常,腎機能,,,157,,"確認検査時
尿素窒素（BUN）
適格 ≦２５ｍｇ/ ｄｌ　　上記、数値以外は再検査 再検査の基準は同上
再検査 にて基準値に至っていない場合は、不可",,,,,C,,C,,,,
腎・尿路疾患、水電解質異常,尿検査,,,158,,"＜術前健診時＞
尿一般検査結果にて、以下の基準以外は要検討
pH ５．０～８．０
蛋白定性　（－）
糖定性　　（－）
ウロビリノーゲン　（－/＋）
ビリルビン（－）
ケトン体　（－）
尿潜血反応（－）
比重 　　　１．００２～１．０３０",,,,,B,,B,,,,
腎・尿路疾患、水電解質異常,尿検査,,,159,,"＜術前健診時＞
糖、蛋白検査 （±）は、可",,,,,A,,A,,,,
腎・尿路疾患、水電解質異常,尿検査,,,160,,"＜術前健診時＞
糖、蛋白検査 （＋）は、要検討
尿 潜血、 沈渣などの検査結果とあわせて総合的に判断する",,,,,B,,B,,,,
腎・尿路疾患、水電解質異常,尿検査,,,161,,"＜術前健診時＞
腎炎などが疑われる場合は不可",,,,,C,,C,,,,
腎・尿路疾患、水電解質異常,尿検査,,,162,,"＜術前健診時＞
潜血 については、他 女性の場合は生理 に異常所見を認めなければ採取施設判断",,,,,A,,A,,,,
腎・尿路疾患、水電解質異常,尿検査,,,163,,"＜術前健診時＞
尿沈渣結果にて、以下の基準以外は要検討
赤血球　　　１視野 ５個以下
白血球　　　１視野 ３個以下
結晶　　　　１視野少量
上皮細胞　　１視野少量
円柱細胞　　　　（－）",,,,,B,,B,,,,
腎・尿路疾患、水電解質異常,尿検査,,,164,,"＜術前健診時＞
ただし、 一過性で消失もしくは生理的と判断されれば、可とする。",,,,,A,,A,,,,
腎・尿路疾患、水電解質異常,尿検査,,,165,,"＜術前健診時＞
一過性の膀胱炎、起立性蛋白尿や腎性糖尿などの場合は、要検討とする",,,,,B,,B,,,,
腎・尿路疾患、水電解質異常,尿検査,,,166,,"＜術前健診時＞
特発性腎出血、遊走腎等による血尿は、貧血がなければ可",,,,,A,,A,,,,
腎・尿路疾患、水電解質異常,結石,,,167,,排石あるいは現在経過観察の必要性がない、もしくは 1 年以内に痛みがなく、症状が落ち着いている場合は可,,,,,A,,A,,,,
腎・尿路疾患、水電解質異常,その他,,,168,,多発性嚢胞腎は不可,,,,,D,,D,,,,
腎・尿路疾患、水電解質異常,その他,,,169,,萎縮腎を指摘されている場合は片・両共不可,,,,,D,,D,,,,
腎・尿路疾患、水電解質異常,その他,,,170,,片 腎は不可,,,,,D,,D,,,,
遺伝性疾患,遺伝性疾患,,,171,,ドナー本人が遺伝性疾患を発症している場合または診断されている場合は不可,,,,,D,,D,,,,
遺伝性疾患,遺伝性疾患,,,172,,"遺伝性疾患とされる下記の神経、筋疾患について家族歴のあるものは、遺伝形式から推測してドナーが保因者である可能性が否定できなければ不可
ただし、遺伝形式から推測してドナーが保因者でないことが明らかな場合は、可
・遺伝性血小板減少症
・Ｎｅｚｅｌｏｆ症候群
・多発性ニューロパチー
・進行性筋ジストロフィー
・脊髄小脳変性症",,,,,B,,B,,,,
遺伝性疾患,遺伝性疾患,,,173,,"以下の遺伝性疾患については、遺伝形式から推測して判断
■常染色体優性
５０％の確率で親からドナーに遺伝するので、親がその病気であれば不可
祖父母が病気で親が病気でなければ、ドナーに遺伝しないので可
（疾患例）
・鎌状赤血球症
・サラセミア
・球状赤血球症
・楕円赤血球症
・多発性軟骨性外骨腫症
・ハンチントン舞踏病
・先天性風車翼状手
・多発性神経線維腫症
・筋萎縮性側索硬化症
・レックリングハウゼン病
など",,,,,B,,B,,,,
遺伝性疾患,遺伝性疾患,,,174,,"以下の遺伝性疾患については、遺伝形式から推測して判断
■常染色体劣性
両親のうちの一方が病気の場合、他方が保因者の可能性を考え原則として不可
ドナーの兄弟が病気であれば、２５％の確率でドナーに発症するので不可
兄弟、両親以外の血縁者（祖父母、叔父叔母、従兄弟）が病気の場合は可
（疾患例）
・ムコ多糖症
・Fanconi 貧血
・ポルフィリン症
・ADA 欠損症
・PNP 欠損症
・毛細血管拡張性運動失調症
・Glanzmann 血小板無力症
・Bernard-Soulier 症候群
・血小板stage pool 病
・Tay-Sachs 病
・Gaucher 病
・Hurler 病
など",,,,,B,,B,,,,
遺伝性疾患,遺伝性疾患,,,175,,"以下の遺伝性疾患については、遺伝形式から推測して判断
■ X 連鎖
ドナーの父がその病気でドナーが女性ならば不可（ドナーが男性ならば可）
ドナーの父がその病気でない場合、母方の祖父あるいはドナーの男性同胞（兄弟）がその病気ならば、ドナーが男性の場合は不可。ドナーが女性の場合、遺伝形式から推測して保因者であることが推測される場合は不可。
（疾患例）
・G6PD 欠損
・低γグロブリン血症
・高IgM 症候群
・Wiskott-Aldrich 症候群 (WAS)
・Hunter 病
・副腎白質ジストロフィー
など
父方の祖父がその病気でも、ドナーの母親が保因者でないことが明らかであれば可",,,,,B,,B,,,,
神経・筋疾患,けいれん性疾患,,,176,,"過去にけいれん発作を有するか、服薬歴があるものは不可
『てんかん』を含む",,,,,D,,D,,,,
神経・筋疾患,悪性高熱症,,,177,,本人・親・兄弟に既往歴があるものは不可,,,,,D,,D,,,,
神経・筋疾患,悪性高熱症,,,178,,術前健診時にＣＰＫ値が高値の場合は、前日などに過度の筋肉運動 スポーツ等 をしていないか、また、生活状況を確認し、過度の運動を控え再検査にて確認したうえで担当麻酔科医の判断で適格性を判定する。,,,,,B,,B,,,,
神経・筋疾患,脳血管性障害,,,179,,"既往のある場合は不可
主な脳血管障害
■ 脳梗塞
・ 脳血栓
・ 脳梗塞（脳塞栓）
■ 頭蓋内出血
・ 脳出血
・ くも膜下血腫
■ 一過性脳虚血
・ 反復性局所性脳虚血発作
■ 高血圧性脳症",,,,,D,,D,,,,
神経・筋疾患,脳血管性障害,,,180,,ただし 、低血圧に伴う一過性脳虚血は治癒していれば可,,,,,A,,A,,,,
神経・筋疾患,ギラン・ バレー症候群,,,181,,ギラン ・ バレー症候群の既往があるものは要検討,,,,,B,,B,,,,
神経・筋疾患,ＩｇＡ欠損症,,,182,,ＩｇＡ欠損症の指摘を受けたことがあるものは不可,,,,,D,,D,,,,
感染症、性病、寄生虫疾患,■感染症の基本的考え方,,,183,,スクリーニング検査で陽性・判定保留で中止となった場合、ドナーがＰＣＲ法など然るべき検査方法で陰性となった場合であっても、確認検査時または再検査で同一結果の場合は、不可,,,,,C,,C,,,,
感染症、性病、寄生虫疾患,輸血歴,,,184,,輸血歴のある場合は患者主治医判断,,,,,B,,B,,,,
感染症、性病、寄生虫疾患,輸血歴,,,185,,自己血輸血は可,,,,,A,,A,,,,
感染症、性病、寄生虫疾患,輸血歴,,,186,,ただし 、自己血輸血と共に同種血輸血を受けた場合は主治医判断,,,,,B,,B,,,,
感染症、性病、寄生虫疾患,輸血歴,,,187,,"輸血用血液以外の生物由来製剤
■ヒト由来製剤 投与後３ ヵ月 間は不可 以後は、原疾患を考慮して判断
・アルブミン
・免疫グロブリン
・抗 D グロブリン
・抗破傷風ヒト免疫グロブリン
・ヒトハプトグロビン
・フィブリノーゲン
・トロンビン",,,,,B,,B,,,,
感染症、性病、寄生虫疾患,輸血歴,,,188,,"■動物由来抗血清等 投与後３ ヵ月 間は不可
・ジフテリアウマ抗毒素
・ガスえそウマ抗毒素
・破傷風ウマ抗毒素
・ボツリヌスウマ抗毒素
・はぶウマ抗毒素
・まむしウマ抗毒素
・ウシ由来トロンビン",,,,,B,,B,,,,
感染症、性病、寄生虫疾患,ＣＪＤ,,,189,,"以下のいずれかに該当する場合は不可
・ＣＪＤ（クロイツフェルト・ヤコブ病）及び類縁疾患と医師に言われたことがある
・血縁者にＣＪＤ及び類縁疾患と診断された人がいる
・人由来成長ホルモンの投与を受けたことがある
・角膜移植を受けたことがある
・硬膜移植を伴う外科手術を受けたことがある",,,,,D,,D,,,,
感染症、性病、寄生虫疾患,vＣＪＤ,,,190,,"ヒト胎盤エキス（プラセンタ）注射剤等の使用歴がある場合
※無期限（55 歳まで ) 保留
※イオン療法等美容にてヒト胎盤エキス（プラセンタ）を使用した場合も含みます。",,,,,C,,C,,,,
感染症、性病、寄生虫疾患,,,,191,,"下記に該当する場合は、患者主治医判断とする。
①イギリスに、１９８０ 年 ～１９９６ 年 に通算１ ヵ月 以上、１９９７年～２００４年に通算６ ヵ月 以上滞在。
②フランス、アイルランド、ポルトガル、ドイツ、スペイン、イタリア、オランダ、ベルギー、サウジアラビアに、１９８０年～２００４年に通算６ ヵ月 以上滞在（居住）。
スイスに１９８０年以降に通算６ ヵ月 以上滞在（居住）。
これら１０ヶ国の中で、１９８０年以降滞在が複数国に及ぶ場合は、①も含めてその滞在期間を合算して通算６ ヵ月 以上となる場合。
③オーストリア、ギリシャ、スウェーデン、デンマーク、フィンランド、ルクセンブルグに、１９８０年～２００４年に通算５年以上滞在 居住 。
アイスランド、アルバニア、アンドラ、クロアチア、サンマリノ、スロバキア、スロベニア、セルビア、モンテネグロ、チェコ、バチカン、ハンガリー、ブルガリア、ポーランド、ボスニア・ヘルツェゴビナ、マケドニア、マルタ、モナコ、ノルウェー、リ ヒテンシュタイン、ルーマニアに１９８０年以降、通算５年以上滞在 居住 。
これら２７ヶ国の中で、１９８０年以降滞在が複数国に及ぶ場合は、①及び②の国も含めてその滞在期間を合算して通算５年以上となる場合。
【関連文書】
「骨髄のあっせんに伴うクロイツフェルト・ヤコブ病及びその疑いの取り扱いについて」
平成 22 年 9 月 10 日付厚生労働省健康局長通知 健発第 0910 第 2 号",,,,,B,,B,,,,
感染症、性病、寄生虫疾患,結核,,,192,,治癒（治療終了）後、５年以上は可,,,,,A,,A,,,,
感染症、性病、寄生虫疾患,結核,,,193,,結核患者と親密な接触があった場合、接触者検診で医師より問題ないとの診断を受けていれば可,,,,,A,,A,,,,
感染症、性病、寄生虫疾患,結核,,,194,,経過観察中は不可,,,,,C,,C,,,,
感染症、性病、寄生虫疾患,結核,,,195,,クォンティフェロン検査で陽性 潜在性結核感染症 で INH 予防内服を受け、治療終了後５年を 経過すれば可,,,,,A,,A,,,,
感染症、性病、寄生虫疾患,結核,,,196,,ただし、 INH 予防服薬を受けた旨を患者主治医に伝え最終的には患者主治医判断とする。,,,,,B,,B,,,,
感染症、性病、寄生虫疾患,結核,,,197,,クォンティフェロン検査で陽性（INH 予防内服不要）もしくは判定保留で経過観察中は不可,,,,,C,,C,,,,
感染症、性病、寄生虫疾患,結核,,,198,,ただし、結果判明後半年毎に胸部 X 線撮影もしくは ＣＴ 検査を実施し、 ２年 経過した上で医師より問題なしとの診断がなされれば可,,,,,A,,A,,,,
感染症、性病、寄生虫疾患,ＥＢウイルス 感染症,,,199,,現在症状がなければ可,,,,,A,,A,,,,
感染症、性病、寄生虫疾患,伝染性単核球症,,,200,,治癒後、６ ヵ月 を経過すれば可,,,,,A,,A,,,,
感染症、性病、寄生虫疾患,ＨＩＶ,,,201,,確認検査にて、 ＣＬＥＩＡ 陽性（または判定保留）の場合は不可,,,,,D,,D,,,,
感染症、性病、寄生虫疾患,ＨＩＶ,,,202,,過去に ＨＩＶ 陽性と言われている 場合 は不可,,,,,D,,D,,,,
感染症、性病、寄生虫疾患,ＨＩＶ,,,203,,"ＨＩＶ感染のウィンドウ期である可能性が否定できないものは不可
（問診強化）",,,,,C,,C,,,,
感染症、性病、寄生虫疾患,梅毒,,,204,,"＜確認検査時＞
・ＳＴＳ陽性 ＴＰ 抗体 陰性
初期感染あるいは生物学的偽陽性が疑われるため、３～４週間後再検査を実施し、同一検査結果の場合は不可",,,,,C,,C,,,,
感染症、性病、寄生虫疾患,梅毒,,,205,,"＜確認検査時＞
・ＳＴＳ陰性 ＴＰ 抗体 陽性
治癒後または、無治療の 陳 旧性梅毒であり、可",,,,,A,,A,,,,
感染症、性病、寄生虫疾患,梅毒,,,206,,"＜確認検査時＞
・ＳＴＳ陽性 ＴＰ 抗体 陽性
梅毒の症期であり、不可",,,,,C,,C,,,,
感染症、性病、寄生虫疾患,性感染症,,,207,,性感染症（クラミジア感染症、淋病、性器ヘルペス感染症、尖圭コンジローム等）の既往申告があった場合は、治癒後１年経過していれば可,,,,,A,,A,,,,
感染症、性病、寄生虫疾患,海外渡航,,,208,,"海外からの帰国日当日から３週間以内に体調不良、発熱・悪心・嘔吐・下痢・風邪様症状等があった場合は、症状が消失してから３週間不可。
医療機関を受診した場合は、疾患により判断する。",,,,,B,,B,,,,
感染症、性病、寄生虫疾患,海外渡航,,,209,,"下記に該当する感染症については、別途対応
■ウエストナイルウイルス
採取予定日から２８日以内に海外から帰国した場合は、採取は不可
ただし、やむを得ず採取を実施する場合は、採血を実施し、ウイルスの有無 検査 を確認。その結果、陽性であれば、採取は中止としコーディネートは終了。",,,,,B,,B,,,,
感染症、性病、寄生虫疾患,海外渡航,,,210,,"下記に該当する感染症については、別途対応
■重症急性呼吸器症候群（ＳＡＲＳ）
ＳＡＲＳの「最近の地域内伝播」が疑われる地域から採取予定日の２１日以内に帰国した場合、同期間内に「ＳＡＲＳ疑い例及び可能性例の届出のための症例定義（Ｐ 59 参照）」に該当する方を看護若しくは介護していた、同居していた又は気道分泌若しくは体液に直接触れた場合、若しくは「ＳＡＲＳ疑い例及び可能性例の届出のための症例定義」に該当する場合は、採取は一旦中止とし、再日程調整もしくはコーディネートは終了。
伝播地域 WHO 国際保健機関の発表に準じた地域となります。
地域については都度お知らせ いたします。
関連通達文書：
「造血幹細胞移植における問診強化について」
（平成14 年 10 月 29 日付厚生労働省健康局疾病対策室長通知健臓発第 1029001 号）
「造血幹細胞移植における「ウエストナイル熱・脳炎」の取扱いの一部改定について」
（平成15 年 3 月 18 日付厚生労働省健康局疾病対策室長通知健臓発第 318001 号）
「臓器移植及び造血幹細胞移植における原因不明の重症急性呼吸器症候群（
SARS ）への対応について」
（平成15 年 4 月 4 日付厚生労働省健康局疾病対策室長通知健臓発第 0404005 号）
「臓器移植及び造血幹細胞移植におけるＳＡＲＳへの対応について」
（平成15 年 5 月 19 日付厚生労働省健康局疾病対策室長通知健臓発第 0519001 号）",,,,,B,,B,,,,
感染症、性病、寄生虫疾患,マラリア,,,211,,マラリアの既往歴のあるものは不可,,,,,D,,D,,,,
感染症、性病、寄生虫疾患,マラリア,,,212,,マラリア感染の可能性が然るべき検査にて否定された場合は可,,,,,A,,A,,,,
感染症、性病、寄生虫疾患,マラリア,,,213,,"マラリア 流行 地域への渡航について
※基準日 採血日 確認検査・術前・採取
Ａ地域 マラリア感染が報告されていない地域
Ｂ地域 マラリア感染リスクが「 Very Low 」、「 Low 」、「 Moderate 」、「 No Data 」とされる地域
特Ｂ地域：マラリア感染リスクが「 High 」とされる地域
※地域は別紙参照
※ドナー適格性判定基準のマラリア流行地域基準一覧表に記載されていない（すなわちＡ、Ｂ、特Ｂ地域以外）国・地域（アメリカ本土、カナダ、ヨーロッパ諸国など）については、採血適否判断の対象外。",,,,,,,,,,,
感染症、性病、寄生虫疾患,マラリア,,,214,,Ａ地域：Ｂ地域、特Ｂ地域へ旅行していない場合,,,,,A,,A,,,,
感染症、性病、寄生虫疾患,マラリア,,,215,,Ｂ地域：①１年以内に当該地区へ１ヵ月 以内の旅行をした場合、 郊外の農村部や森林地帯に出かけていなければ可,,,,,A,,A,,,,
感染症、性病、寄生虫疾患,マラリア,,,216,,Ｂ地域：②１年以内に当該地区へ１ヵ月 を超える旅行をした場合は、患者主治医判断,,,,,B,,B,,,,
感染症、性病、寄生虫疾患,マラリア,,,217,,Ｂ地域：③１年以内に当該地区の郊外の農村部や森林地帯へ出かけた場合は、滞在期間に関わらず患者主治医判断,,,,,B,,B,,,,
感染症、性病、寄生虫疾患,マラリア,,,218,,Ｂ地域：④帰国後、マラリアを思わせる症状があった場合は、感染が否定されるまで不可,,,,,C,,C,,,,
感染症、性病、寄生虫疾患,マラリア,,,219,,Ｂ地域：⑤居住経験者（Ｂ地域内に１年を越えて滞在した場合）は、帰国後３年間不可,,,,,C,,C,,,,
感染症、性病、寄生虫疾患,マラリア,,,220,,Ｂ地域：⑥予防薬服用者は、服用後３ヵ月不可,,,,,B,,B,,,,
感染症、性病、寄生虫疾患,マラリア,,,221,,特Ｂ地域：①１年以内に当該地区へ旅行期間や出かけた場所、目的に関わらず、滞在した場合は患者主治医判断,,,,,B,,B,,,,
感染症、性病、寄生虫疾患,マラリア,,,222,,特Ｂ地域：②帰国後、マラリアを思わせる症状があった場合は、感染が否定されるまで不可,,,,,C,,C,,,,
感染症、性病、寄生虫疾患,マラリア,,,223,,特Ｂ地域：③居住経験者（特Ｂ地域内に１年を越えて滞在した場合）は、帰国後３年間不可,,,,,C,,C,,,,
感染症、性病、寄生虫疾患,マラリア,,,224,,特Ｂ地域：④予防薬服用者は、服用後３ヵ月不可,,,,,B,,B,,,,
感染症、性病、寄生虫疾患,ウエストナイルウイルス,,,225,,ウエストナイル熱の既往がある場合は、治癒していれば可,,,,,A,,A,,,,
感染症、性病、寄生虫疾患,デング熱,,,226,,デング熱の既往がある場合は治癒後１ ヵ月 経過すれば可,,,,,A,,A,,,,
感染症、性病、寄生虫疾患,シャーガス病,,,227,,シャーガス病の既往がある場合は不可,,,,,D,,D,,,,
感染症、性病、寄生虫疾患,シャーガス病,,,228,,"以下、（1 ）～（3 ）に該当する場合は不可
※５５歳まで保留
（1 ）中南米諸国で生まれた、又は育った。
（2 ）母親 又は母方の祖母 が、中南米諸国で生まれた、又は育った。
（3 ）上記 1 ）に該当しない方で、中南米諸国に通算 4 週間以上滞在した。",,,,,C,,C,,,,
感染症、性病、寄生虫疾患,シャーガス病,,,229,,"上記いずれかに該当する方で、中南米地域の対象国・地域を離れてから
6 カ月以上経過し、シャーガス病の抗体検査で陰性の確認ができる方
【対象地域】
アルゼンチン、ウルグアイ、エクアドル、エルサルバドル、ガイアナ、グアテマラ、コスタリカ、コロンビア、スリナム、チリ、ニカラグア、パナマ、パラグアイ、ブラジル、ベネズエラ、ベリーズ、ペルー、ボリビア、ホンジュラス、メキシコ、フランス領ギアナ、フォークランド諸島（英領）",,,,,A,,A,,,,
感染症、性病、寄生虫疾患,アフリカトリパノソーマ症,,,230,,アフリカトリパノソーマ症の既往がある場合は不可,,,,,D,,D,,,,
感染症、性病、寄生虫疾患,バベシア症,,,231,,バベシア症の既往がある場合は不可,,,,,D,,D,,,,
感染症、性病、寄生虫疾患,ＨＴLVーI,,,232,,陽性は不可,,,,,D,,D,,,,
感染症、性病、寄生虫疾患,ＨＴLVーI,,,233,,ただし、確認検査時陰性で、術前健診時陽性の場合は、ウエスタンブロット検査もしくはＰＣＲ検査等を実施する。検査結果が陰性の時は患者主治医判断。,,,,,B,,B,,,,
感染症、性病、寄生虫疾患,トキソプラズマ感染症,,,234,,トキソプラズマの感染が初感染、ある い は活動性の状況であれば不可,,,,,C,,C,,,,
感染症、性病、寄生虫疾患,りんご病等,,,235,,採取予定日の１ ヵ月 以内に家族にりんご病（伝染性紅斑）、単純ヘルペス、水痘、麻疹等を発症した場合は要検討,,,,,B,,B,,,,
感染症、性病、寄生虫疾患,りんご病等,,,236,,感染し発症した場合には、治癒後６ ヵ月 間を経過すれば可,,,,,A,,A,,,,
感染症、性病、寄生虫疾患,ウイルス性皮膚疾患等,,,237,,帯状疱疹については、治癒後３週間を経過すれば可,,,,,A,,A,,,,
感染症、性病、寄生虫疾患,ウイルス性皮膚疾患等,,,238,,皮疹が治癒してもヘルペス神経炎のような合併症の症状が残っている間はウイルスが血中に存在する可能性があるので不可,,,,,C,,C,,,,
感染症、性病、寄生虫疾患,ウイルス性皮膚疾患等,,,239,,単純疱疹やアフタ性口内炎については治癒していれば可 ,,,,,A,,A,,,,
感染症、性病、寄生虫疾患,ウイルス性皮膚疾患等,,,240,,ウイルス性疣贅については、採取部位に病変がなければ可,,,,,A,,A,,,,
感染症、性病、寄生虫疾患,予防接種,,,241,,"予防接種 ※基準日は自己血採血日および G-CSF 投与初日もしくは 採取日
以下 、 接種後 ２日 以内は不可（不活化ワクチン及びトキソイド）
・インフルエンザワクチン
・日本脳炎ワクチン
・Ａ型肝炎ワクチン
・Ｂ型肝炎ワクチン
・狂犬病ワクチン
・コレラワクチン
・肺炎球菌ワクチン
・ 百日咳 ワクチン
・ワイル病秋やみ混合ワクチン
・破傷風トキソイド
・ジフテリアトキソイド
・子宮頸がんワクチン",,,,,B,,B,,,,
感染症、性病、寄生虫疾患,予防接種,,,242,,"予防接種 ※基準日は自己血採血日および G-CSF 投与初日もしくは 採取日
以下 、 接種後４週間以内は不可（弱毒生ワクチン）
・黄熱病ワクチン
・ポリオワクチン
・麻疹ワクチン
・おたふくかぜワクチン
・風疹ワクチン
・水痘ワクチン
・ BCG ワクチン
・腸パラチフスワクチン",,,,,B,,B,,,,
感染症、性病、寄生虫疾患,予防接種,,,243,,"予防接種 ※基準日は自己血採血日および G-CSF 投与初日もしくは 採取日
以下、 接種後３ ヵ月以内 は不可（抗血清）
・破傷風
・蛇毒（まむし、はぶ）
・ジフテリア
・ガス 壊疽
・ボツリヌスの抗血清（抗毒素）
ただし、抗毒素を投与されて発病した場合は、治癒後３ ヵ月 間は不可",,,,,B,,B,,,,
感染症、性病、寄生虫疾患,予防接種,,,244,,"予防接種 ※基準日は自己血採血日および G-CSF 投与初日もしくは 採取日
■ ツベルクリン反応
４８時間 以内は不可
反応が陽性の場合は、延期し主治医の判断を待つ。陰性の場合は可",,,,,B,,B,,,,
感染症、性病、寄生虫疾患,予防接種,,,245,,"予防接種 ※基準日は自己血採血日および G-CSF 投与初日もしくは 採取日
■ 天然痘
天然痘ワクチン接種後は２ ヵ月 間不可
なお、２ ヵ月 以内に副反応を呈した場合は、治癒後２週間は不可",,,,,B,,B,,,,
感染症、性病、寄生虫疾患,予防接種,,,246,,"予防接種 ※基準日は自己血採血日および G-CSF 投与初日もしくは 採取日
天然痘ワクチン接種者に接触し、皮膚病変を生じたとの申告があった場合、接触後２ ヵ月 間は不可
なお、 ２ ヵ月 以内に副反応を呈した場合 、 治癒後２週間は不可",,,,,B,,B,,,,
感染症、性病、寄生虫疾患,予防接種,,,247,,"予防接種 ※基準日は自己血採血日および G-CSF 投与初日もしくは 採取日
抗ＨＢ s ヒト免疫グロブリンは、１年間不可
Ｂ型肝炎ワクチンと抗ＨＢ s ヒト免疫グロブリンを併用したときは、１年以上経過していること
動物に噛まれたあと、狂犬病ワクチンを接種したときは１年以上経過していること",,,,,C,,C,,,,
感染症、性病、寄生虫疾患,その他,,,248,,"（１）ピアス　以下、可
・他人と器具を共用せずにあけた場合は、実施１ ヵ月 後に局所の炎症がなく、細菌等の感染の危険性がない場合は可
・確認検査は、ピアス 粘膜以外 を実施してから、１ ヵ月 を経過すれば可
・口唇、口腔、鼻腔など粘膜を貫通したピアスを外してから、 1 年以上経過した場合は可",,,,,A,,A,,,,
感染症、性病、寄生虫疾患,その他,,,249,,"（１）ピアス　以下、患者主治医判断
・ 1 年以内に他人と器具を共用した場合
・実施１ ヵ月 以内に局所に炎症があ った 場合
・口唇、口腔、鼻腔など、粘膜を貫通してピアスを挿入している場合
・粘膜を貫通していたピアスを外してから 1 年以内の場合",,,,,B,,B,,,,
感染症、性病、寄生虫疾患,その他,,,250,,（２）いれずみ（刺青）　１年以内にいれずみ（アートメイクを含む）をした場合は、患者主治医判断,,,,,B,,B,,,,
感染症、性病、寄生虫疾患,その他,,,251,,（３）針刺し事故　①使用済みの注射針などを誤って自分に刺した場合は、感染の可能性があるので１年間は不可,,,,,C,,C,,,,
感染症、性病、寄生虫疾患,その他,,,252,,（３）針刺し事故　ただし、然るべき検査にて感染が否定されていれば可,,,,,A,,A,,,,
感染症、性病、寄生虫疾患,その他,,,253,,（３）針刺し事故　②動物の血液で汚染された針などを誤って刺した場合は３ ヵ月 以上経過すれば可,,,,,A,,A,,,,
感染症、性病、寄生虫疾患,その他,,,254,,（４）肝炎ウイルス保有者との性的接触等親密な接触　①配偶者がキャリア（肝炎ウイルス保有者）で、結婚後１年以上経った場合は可,,,,,A,,A,,,,
